route_code,route_name,route_type,stop_order,stop_name,latitude,longitude,source,fix_note,also_known_as
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,7,M.a Jinnah Road,24.8750228,67.0372144,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,8,Numaish,24.8733627,67.0359938,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,9,Islamia College,24.8797964,67.04616588,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,10,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,11,Nipa Chowrangi,24.917822,67.0971368,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,12,Fazal Mills,24.84714,67.1713711,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,13,Power House,24.9529226,67.0774852,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,14,Nagan Chowrangi,24.9650421,67.0668664,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,15,Khawaja Ajmeer Nagri,24.98553693,67.05912991,original,,
Omar_Coach,Mohajir Camp No 7 - Surjani Town,Local Bus,16,Surjani Town,25.0770299,67.073576,original,,
P-9,Memon Goth - Hub River Road,Local Bus,1,Memon Goth,24.92434485,67.25027338,original,,
P-9,Memon Goth - Hub River Road,Local Bus,2,Jama Goth,24.9899914,67.0831599,original,,
P-9,Memon Goth - Hub River Road,Local Bus,3,Asso Goth,24.8792058,67.19719431,original,,
P-9,Memon Goth - Hub River Road,Local Bus,4,Shahrah Faisal,24.8567501,67.0431288,original,,
P-9,Memon Goth - Hub River Road,Local Bus,5,Drigh Road,24.8866864,67.1258404,original,,
P-9,Memon Goth - Hub River Road,Local Bus,6,Dalimia Cement Factory,24.90335927,67.10037665,original,,
P-9,Memon Goth - Hub River Road,Local Bus,7,National Stadium,24.8946458,67.08160851,original,,
P-9,Memon Goth - Hub River Road,Local Bus,8,Jail Chowrangi,24.8848564,67.0565777,original,,
P-9,Memon Goth - Hub River Road,Local Bus,9,P.i.b Colony,24.89497742,67.05440128,original,,
P-9,Memon Goth - Hub River Road,Local Bus,10,Teen Hatti,24.8937682,67.0437051,original,,
P-9,Memon Goth - Hub River Road,Local Bus,11,Lasbela Chowk,24.8873906,67.0330192,original,,
P-9,Memon Goth - Hub River Road,Local Bus,12,Garden,24.8457029,67.0234024,original,,
P-9,Memon Goth - Hub River Road,Local Bus,13,Shoe Market,24.872303,67.01801071,original,,
P-9,Memon Goth - Hub River Road,Local Bus,14,Ranchore Line,24.8617595,67.0131894,original,,
P-9,Memon Goth - Hub River Road,Local Bus,15,Haji Camp,24.84404605,67.03777688,original,,
P-9,Memon Goth - Hub River Road,Local Bus,16,Lee Market,24.860696,67.0005244,original,,
P-9,Memon Goth - Hub River Road,Local Bus,17,Chakiwara,24.8642134,66.99972,original,,
P-9,Memon Goth - Hub River Road,Local Bus,18,Shershah,24.8840043,66.9930042,original,,
P-9,Memon Goth - Hub River Road,Local Bus,19,Hub River Road,24.93284598,66.94017054,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,1,Korangi 100 Quarter,24.83458358,67.07197837,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,2,Coast Guard,24.86889805,67.02589479,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,3,Korangi No 2,24.83869365,67.12041382,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,4,Korangi No 1,24.8223732,67.13282462,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,5,Korangi Crossing,24.81718886,67.10777973,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,6,Qayyumabad,24.8293018,67.0809166,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,7,Defence View,24.83483,67.0760721,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,8,Baloch Colony,24.87176,67.0797974,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,9,Tariq Road,24.8676607,67.0573009,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,10,Shaheed e millat Road,24.8864065,67.0541672,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,11,Jail Road,24.8891661,67.0515129,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,12,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,13,Hassan Square,24.9015402,67.0738387,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,14,Nipa Chowrangi,24.917822,67.0971368,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,15,Rashid Minhas Road,24.9380391,67.085045,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,16,Sohrab Goth,24.9436845,67.0843456,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,17,Shahrah Waliullah Road,24.85976513,66.99121863,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,18,Power House,24.9529226,67.0774852,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,19,Shafiq Mor,24.85644702,67.0001716,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,20,Godhra Chowk,24.9668625,67.07866381,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,21,Industrial Area,24.86347665,67.01064067,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,22,Godhra Camp,24.98034183,67.0561587,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,23,Saba Cinema,24.98674855,67.08578867,original,,
S-2,Korangi 100 Quarter - Ayub Goth,Local Bus,24,Ayub Goth,24.9478873,67.131024,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,1,Ahsanabad,24.9977372,67.114495,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,2,Maymar Complex,24.95645234,67.09323659,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,3,Al Asif Square,24.9510215,67.0915684,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,4,Sohrab Goth,24.9436845,67.0843456,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,5,Nipa Chowrangi,24.917822,67.0971368,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,6,Civic Centre,24.90068052,67.07315729,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,7,Agha Khan Hospital,24.8293087,67.0655315,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,8,Jail Chowrangi,24.8848564,67.0565777,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,9,Shaheed e millat Road,24.8864065,67.0541672,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,10,Baloch Colony,24.87176,67.0797974,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,11,Korangi No 3,24.83465038,67.09980991,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,12,Akbar Shah Goth,24.82258979,67.19898377,original,,
S-3,Ahsanabad - Ibrahim Hyderi,Local Bus,13,Ibrahim Hyderi,24.797538,67.1358935,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,1,Maroora Goth,24.95034959,67.14176949,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,2,Safoora Goth,24.9392946,67.1561264,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,3,Gulistan e jouhar,24.9311811,67.1570819,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,4,University Road,24.9270099,67.1101087,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,5,Nipa Chowrangi,24.917822,67.0971368,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,6,Hassan Square,24.9015402,67.0738387,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,7,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,8,Shaheed e millat Road,24.8864065,67.0541672,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,9,Tariq Road,24.8676607,67.0573009,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,10,Shahrah e quaideen,24.8651138,67.0553967,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,11,Gora Qabristan,24.8547228,67.05054461,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,12,Korangi Road,24.8344317,67.0726736,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,13,Defence Mor,24.8336954,67.0736861,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,14,Punjab Chowrangi,24.82842376,67.04419104,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,15,Gizri,24.8245033,67.0469435,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,16,Saudi Embassy,24.8167137,67.051722,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,17,Abdullah Shah Ghazi Road,24.81077366,67.0308951,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,18,Clifton,24.8180162,67.0070534,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,19,Boat Basin,24.82144905,67.01830424,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,20,Bilawal Chowrangi,24.81580756,67.02027104,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,21,Mai Kolachi Road,24.8288533,67.0197795,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,22,Tower,24.8487511,66.996677,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,23,Gulbai,24.8826765,67.0310748,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,24,Shershah,24.8840043,66.9930042,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,25,Habib Bank,24.9365406,67.0656617,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,26,Banaras Chowk,24.9325016,67.0153877,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,27,Qasba Colony,24.9456648,67.0265919,original,,
Safari_Coach,Maroora Goth - Mianwali Colony,Local Bus,28,Mianwali Colony,24.88068049,67.00832269,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,1,New Sabzi Mandi,24.99389573,67.15636147,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,2,Gulshan e roofi,24.91901645,67.17247006,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,3,Golden City,24.963969,67.135248,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,4,Maroora Goth,24.95034959,67.14176949,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,5,Safoora Goth,24.9392946,67.1561264,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,6,Karachi University,24.8787907,67.04753855,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,7,Nipa Chowrangi,24.917822,67.0971368,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,8,Hassan Square,24.9015402,67.0738387,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,9,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,10,Islamia College,24.8797964,67.04616588,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,11,Mazar e quaid,24.87549,67.04085,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,12,Numaish,24.8733627,67.0359938,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,13,M.a Jinnah Road,24.8750228,67.0372144,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,14,Jama Cloth Market,24.85878235,67.0144873,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,15,Tower,24.8487511,66.996677,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,16,Kharadar,24.8500499,66.9943642,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,17,Agra Taj Colony,24.8714202,66.9826114,original,,
Shaheen_Coach,New Sabzi Mandi - Gulbai,Local Bus,18,Gulbai,24.8826765,67.0310748,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,1,Safoora Goth,24.9392946,67.1561264,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,2,University Road,24.9270099,67.1101087,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,3,Safari Park,24.92050075,67.11144638,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,4,Nipa Chowrangi,24.917822,67.0971368,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,5,Urdu College,24.9130813,67.0912676,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,6,Hassan Square,24.9015402,67.0738387,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,7,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,8,New Town,24.8839633,67.05543308,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,9,Jail Road,24.8891661,67.0515129,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,10,Plaza,24.86122718,67.02826291,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,11,Jama Cloth Market,24.85878235,67.0144873,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,12,Denso Hall,24.8534466,67.0049098,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,13,Bolton Market,24.8520779,67.00173602,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,14,Tower,24.8487511,66.996677,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,15,Khoja Jamat Khana,24.85207381,66.99809644,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,16,G.allana Road,24.8482264,66.9953808,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,17,Bolton Market,24.8520779,67.00173602,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,18,Tower,24.8487511,66.996677,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,19,Gulbai,24.8826765,67.0310748,original,,
Sheraz_Coach,Safoora Goth - Coast Guard,Local Bus,20,Coast Guard,24.86889805,67.02589479,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,1,Metroville No Iii,24.9454001,67.10833264,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,2,Abul Hassan Isphani Road,24.9271157,67.1096815,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,3,Dhoraji Colony,24.88726055,67.07702959,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,4,Disco Chowk,24.8515963,67.029931,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,5,Gulshan Chowrangi,24.9246131,67.0912849,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,6,Nipa Chowrangi,24.917822,67.0971368,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,7,Civic Centre,24.90068052,67.07315729,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,8,National Stadium,24.8946458,67.08160851,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,9,Agha Khan Hospital,24.8293087,67.0655315,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,10,Bahadurabad,24.88359275,67.06708455,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,11,Shaheed e millat Road,24.8864065,67.0541672,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,12,Shahrah Faisal,24.8567501,67.0431288,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,13,Taj Mahal Hotel,24.90680119,67.06855684,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,14,Jinnah Hospital,24.8517423,67.0471346,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,15,Askari Apartment,24.8335583,67.0389041,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,16,Cantt Station,24.8437905,67.04114382,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,17,Indian High Commission Office,24.84578399,67.03467532,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,18,Fatima Jinnah Road,24.8727906,67.0896304,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,19,Metropole Hotel,24.8504651,67.03017331,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,20,Musical Fountain,24.8540051,67.029177,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,21,Strachen Road,24.85374849,67.01705987,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,22,Tower,24.8487511,66.996677,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,23,Kharadar,24.8500499,66.9943642,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,24,Agra Taj Colony,24.8714202,66.9826114,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,25,Gulbai,24.8826765,67.0310748,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,26,Shershah,24.8840043,66.9930042,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,27,Baldia Town,24.9189599,66.9877365,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,28,Baldia Swat Colony,24.91978465,66.96940301,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,29,Moach Goth,24.9213204,66.94344325,original,,
Starline_Coach,Metroville No Iii - Naval Colony,Local Bus,30,Naval Colony,24.9421646,66.9348258,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,1,Al azam Town,24.95203,67.09327,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,2,Sohrab Goth,24.9436845,67.0843456,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,3,Moti Mehal,24.92697799,67.08917944,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,4,Nipa Chowrangi,24.917822,67.0971368,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,5,Civic Centre,24.90068052,67.07315729,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,6,Purani Sabzi Mandi,24.89882325,67.06557071,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,7,Jail Chowrangi,24.8848564,67.0565777,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,8,Khalid Bin Waleed Road,24.8784517,67.0596749,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,9,Shahrah e quaideen,24.8651138,67.0553967,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,10,Nursery,24.9163873,67.1224255,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,11,Shahrah Faisal,24.8567501,67.0431288,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,12,Ftc,24.8583003,67.05220275,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,13,Taj Mahal Hotel,24.90680119,67.06855684,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,14,Jinnah Hospital,24.8517423,67.0471346,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,15,Cantt Station,24.8437905,67.04114382,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,16,Teen Hatti,24.8937682,67.0437051,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,17,3 Talwar,24.8338179,67.033666,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,18,Mid East Hospital,24.96467221,67.03735102,original,,
Super_Hassan_Zai_Coach,Al azam Town - Kothari Parade,Local Bus,19,Kothari Parade,24.81286405,67.02681095,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,1,Manzoor Colony,24.84588,67.0873347,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,2,100 Ft Road,24.8546842,67.0207055,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,3,Azam Basti,24.8481043,67.0746834,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,4,Kalapul,24.8480594,67.0485377,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,5,Jinnah Hospital,24.8517423,67.0471346,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,6,Luck Star Hotel,24.87104337,67.00544724,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,7,Mansfield Street,24.8648812,67.0293905,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,8,Empress Market,24.8620983,67.0294872,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,9,Regal Chowk,24.8604633,67.0244318,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,10,Tibbat Centre,24.86288486,67.02198731,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,11,M.a Jinnah Road,24.8750228,67.0372144,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,12,Jama Cloth Market,24.85878235,67.0144873,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,13,City Court,24.8558392,67.0054719,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,14,Juna Market,24.856877,67.0021881,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,15,Lee Market,24.860696,67.0005244,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,16,Kakri Ground,24.85625375,66.99868385,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,17,Masan Road,24.82079328,66.99635811,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,18,Agra Taj Colony,24.8714202,66.9826114,original,,
U-1,Manzoor Colony - Rasheedabad,Local Bus,19,Rasheedabad,24.9834401,67.0472181,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,1,Saadi Town,24.9676249,67.1721202,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,2,Gulshan Umar,24.89838923,67.02320287,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,3,Race Course,24.83722515,67.04144927,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,4,Safoora Goth,24.9392946,67.1561264,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,5,Karachi University,24.8787907,67.04753855,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,6,Nipa Chowrangi,24.917822,67.0971368,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,7,Hassan Square,24.9015402,67.0738387,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,8,Jail Road,24.8891661,67.0515129,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,9,Plaza,24.86122718,67.02826291,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,10,Ramsawami,24.86779742,67.01565362,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,11,Shershah Ghani Chowrangi,24.89105068,66.98496181,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,12,Labour Square,24.8384436,67.1485025,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,13,Rasheedabad,24.9834401,67.0472181,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,14,Chandni Chowk,24.8906817,67.06336249,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,15,Moach Colony,24.92856744,66.94279178,original,,
X-20,Saadi Town - Qasim Ali Shah,Local Bus,16,Qasim Ali Shah,24.95251713,67.12694343,original,,
X-25,Moach Goth - 26th Street,Local Bus,1,Moach Goth,24.9213204,66.94344325,original,,
X-25,Moach Goth - 26th Street,Local Bus,2,Shershah,24.8840043,66.9930042,original,,
X-25,Moach Goth - 26th Street,Local Bus,3,Pankha Hotel,24.88393211,66.99248645,original,,
X-25,Moach Goth - 26th Street,Local Bus,4,Mirza Adam Khan Road,24.8795462,66.9955743,original,,
X-25,Moach Goth - 26th Street,Local Bus,5,Agra Taj Hanif Manzil,24.87128745,66.98118327,original,,
X-25,Moach Goth - 26th Street,Local Bus,6,Kharadar,24.8500499,66.9943642,original,,
X-25,Moach Goth - 26th Street,Local Bus,7,Ismail Jamat Khana,24.85183825,66.99235714,original,,
X-25,Moach Goth - 26th Street,Local Bus,8,Tower,24.8487511,66.996677,original,,
X-25,Moach Goth - 26th Street,Local Bus,9,Keamari,24.80023885,66.97168461,original,,
X-25,Moach Goth - 26th Street,Local Bus,10,Kpt Ground,24.8215565,66.98692066,original,,
X-25,Moach Goth - 26th Street,Local Bus,11,Shirin Jinnah Colony,24.81768184,66.99454568,original,,
X-25,Moach Goth - 26th Street,Local Bus,12,Bilawal Chowrangi,24.81580756,67.02027104,original,,
X-25,Moach Goth - 26th Street,Local Bus,13,Clifton,24.8180162,67.0070534,original,,
X-25,Moach Goth - 26th Street,Local Bus,14,26th Street,24.8157977,67.0381097,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,1,Ittehad Town,24.9653497,66.9594937,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,2,Dawood Goth,24.9481475,66.9467232,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,3,Naval Colony,24.9421646,66.9348258,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,4,Moach Goth,24.9213204,66.94344325,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,5,Hub River Road,24.93284598,66.94017054,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,6,Shershah,24.8840043,66.9930042,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,7,Gulbai,24.8826765,67.0310748,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,8,Mauripur,24.8669367,66.9326569,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,9,Kharadar,24.8500499,66.9943642,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,10,Tower,24.8487511,66.996677,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,11,Keamari,24.80023885,66.97168461,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,12,Masan Road,24.82079328,66.99635811,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,13,Shirin Jinnah Colony,24.81768184,66.99454568,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,14,Abdullah Shah Ghazi Road,24.81077366,67.0308951,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,15,26th Street,24.8157977,67.0381097,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,16,Khyaban Shamsher,24.80824051,67.04300435,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,17,Saba Avenue,24.8056183,67.0313078,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,18,Khayaban E Ittehad,24.7788786,67.0550329,original,,
X-8,Ittehad Town - Qayyumabad,Local Bus,19,Qayyumabad,24.8293018,67.0809166,original,,
